,text,label
823,"""You miss 100% of the shots you don't take""...is terrible advice for a recovering alcoholic.",1
824,"""If you want to see a comic strip, you should see me in the shower.""",1
825,What's Bill Clinton's favorite instrument to play? His whore Monica.,1
826,I must have a prodigious quantity of mind; it takes me as much as a week sometimes to make it up.,1
827,I just bought my wife a length of rope with a bucket on the end. I'm sure it'll go down well.,1
828,I recently got sick at the airport. My doctor says it's a terminal illness.,1
829,The paperless office will become a reality about the same time as the paperless toilet.,1
830,"I went to the doctor and he said ""don't eat anything fatty."" I asked "" no bacon? No steak?"" He replied ""No fatty, just don't eat anything! """,1
831,"I can cut a piece of wood in half just by looking at it. It's true, I saw it with my own eyes.",1
832,"I've decided to marry a pencil,I can't wait to introduce my parents to my bride 2B.",1
833,What do you call a female peacock? A peacunt.,1
834,Why don't Arctic foxes eat penguins? Cos they can't get the wrappers off.,1
835,Your girlfriend is rated E: for everyone.,1
836,"Once I get a few drinks inside me, I find there is one thing I cannot stand. Up.",1
837,"To Err is Human, to Arrr is Pirate!",1
838,Someone tell Facebook that all relationships are complicated.,1
839,Video games have better plots than moves nowadays.,1
840,I've been diagnosed with agoraphobia. Get in!,1
841,I just watched a program about beavers. It was the best dam program I've ever seen!,1
842,This place is so weird that the cockroaches have moved next door.,1
843,I didn't like my beard at first but then it grew on me.,1
844,Wanna lose weight? Buy super glue and get rid of that big mouth of yours!,1
845,My wife asked me to bring home some stuff for the pancakes. She wasn't happy when I came back with a push up bra.,1
846,Standing in the paint aisle at the DIY centre always brings a tear to my eye. I can't help but get emulsional.,1
847,Is it 'I will RUN through a camping site'? Or 'I will RAN through a camping site'? (Cos it's past tents),1
848,What do you call a man with cat scratches all over his head? Claude!,1
849,"I once got asked if I knew the difference between ignorance and apathy. I told them I didn't know, and didn't care.",1
850,What do you call a vegetarian crocodile in Egypt? a Croc-in-de-Nile.,1
851,My wife has a contract to give lectures. It's called a marriage license.,1
852,Since my mate had his neck brace fitted he's never looked back.,1
853,I had to call the Elvis impersonator hotline yesterday. Got told to press; 1 for the money 2 for the show,1
854,Gonna dress up as a Champions League trophy for Halloween and go around scaring Arsenal fans.,1
855,"Tired of lacing shoes? Just replace them with earphones! They'll magically get knotted up every time, guaranteed.",1
856,"That Ke$ha song, Blah Blah Blah, the Chase she was talking about, yeah. It's me.",1
857,"When a recipe asks for crushed ice, I tell the cubes they'll never amount to anything.",1
858,How do you circumcise a redneck? Kick his sister in the jaw.,1
859,"Amish safe sex: painting an ""X"" on the cows that kick.",1
860,The best housewarming gift is fire.,1
861,"Tickling: Like being raped, but you're forced to laugh.",1
862,"Why was the little ink blot so unhappy? Because his mother was in the pen, and they didn't know how long the sentence would be. ",1
863,What do you call a man that steals everyday? Robin Daley,1
864,I went to Seoul the other day to sell fluorescent markers. It was the highlight of my Korea.,1
865,"First rule of Thesaurus Club. You don't talk, converse, discuss, speak, chat, deliberate, confer, gossip, utter...",1
866,My wife gave me a brochure on anger management the other day. I lost it.,1
867,"I would take a bullet for anybody, unless it was shot out of a gun.",1
868,You've seen one shopping centre. You've seen the mall.,1
869,How many immature people does it take to change a lightbulb? Your Mother!,1
870,I was riding a horse and it's leg broke so I had to shoot it. I'm not allowed on the carousel anymore.,1
871,"staring from a distance counts is flirting, right?",1
872,"Our last fight was my fault. My wife asked, ""What's on the TV?"". I said ""Dust!"".",1
873,What do you call immigrants to Sweden? Artificial Swedeners,1
874,"If steroids are illegal for athletes, Photoshop should be for models.",1
875,Life is like a bubble bath. All fun and games till till you get some in your eye.,1
876,"I had a guy message me saying, "" you, are stunning"" I replied, ""yes, and straight too.""",1
877,"I MUSTACHE you a question, but I'll SHAVE it for later.",1
878,My pet mouse 'Elvis' died last night. He was caught in a trap.,1
879,"My girlfriend left me for my neediness of approval. That's ridiculous, right guys? Right? Right?",1
880,"The missus accused me of being far too competitive! I said 'I'm not!, and i'll be the first to admit that'.",1
881,Opened a tin of meat. Soon as I opened it 20 more tins appeared... Bloody spam.,1
882,"What did the elephant say to the naked man? ""Can you breathe through that?""",1
883,"Sometimes I feel like throwing my hands up in the air! But then I think, how would I catch them?",1
884,"I'm against public protests, but I don't know how to show it.",1
885,I want to die peacefully in my sleep like my grandfather. Not screaming and yelling like the passengers in his car.,1
886,My wife said I only ever want sex with her when I'm drunk. That's not true. I usually want a kebab aswell.,1
887,Fable: a story told by a teenager arriving home three hours after curfew.,1
888,I had to shut down my lesbian poultry dating agency. I was struggling to make hens meet.,1
889,Why was the Thanksgiving soup so expensive? It had 24 carrots.,1
890,I just saw a great documentary about how ships are kept together. It was riveting!,1
891,You gotta hand it to short people because they can't reach it,1
892,How do you stop a bull from charging? Take away his credit card.,1
893,Stress is when you wake up screaming & you realize you haven't fallen asleep yet.,1
894,We no longer live in the real world. We live in the reel world.,1
895,"If I have to work for an idiot, I might as well work for myself.",1
896,I'm writing a joke about a guy's first day at FedEx but I just can't get the delivery right.,1
897,Was in the gym earlier and jumped on the treadmill.people were giving me weird looks so I started jogging instead.,1
898,I got myself a new job in the telescope factory. Things are really looking up.,1
899,Why are 490 Romans funny? Because XD,1
900,What's the difference between a porcupine and a Hummer? The porcupine has the pricks on the outside.,1
901,They say nothing rhymes with orange. They're wrong. Nothing doesn't rhyme with orange.,1
902,What is Michael Jackson's favorite note? F minor. ,1
903,I'm not happy with the results of my cheap circumcision. It was a total rip-off!,1
904,I’m not offended by all the dumb-blonde jokes because I know that I’m not dumb. I also know I’m not blonde - Dolly Parton,1
905,What do you get when you run over a goose? Goose bumps.,1
906,My advice to men; marry someone who looks sexy disappointed.,1
907,My wife is such a looker..She's brilliant at hide and seek!,1
908,"What did 50 cent say to his grandma when she gave him a scarf for Christmas? Gee, you knit?",1
909,"Paddy in Wetherspoons: ""How much is your lager?"" Barman: ""£2 a pint and £7 a pitcher"" Paddy: I'll just have a pint, fuck the photo.""",1
910,"I hate being bipolar, it's amazing.",1
911,Did Adam and eve have belly buttons?,1
912,Whoever put the letter 'b' in the word 'subtle' deserves a pat on the back.,1
913,I like lions manely because of their hair.,1
914,"Women are reasonable! As long as we admit they're right, we don't have to agree to anything.",1
915,"I have never understood this whole Easter egg thing, Rabbits are mammals, aren't they? Happy Easter!",1
916,They say shoe size is directly related to penis size. That makes the fear of clowns even worse,1
917,"I got my hair cut yesterday. At first I didn't like it, but it's growing on me.",1
918,How do you wake up Lady Gaga? Poke her face.,1
919,My girlfriend hates when I make jokes about her weight. She needs to lighten up.,1
920,"Never trust a man with a bald head. For all you know, he could've been a Ginger!!",1
921,"My penis fell off, so I gave the wife a bollocking.",1
922,What do ISIS and Little Miss Muffet have in common? They both have kurds in their way,1
923,Enjoyed the wii-kend. Have I even blinked?,1
924,What do you call a man in a pile of leaves? Russell,1
925,"My friends' kids' names began from a-z. after they had George, they named their next girl Zack. I don't think they wanted anymore kids.",1
926,I'm really starting to hate these stupid little Russian Dolls. They're so full of themselves.,1
927,"There's two fish in a tank. One turns to the other and says 'You man the guns, I'll drive'",1
928,Why should you never date a tennis player? cause love means nothing to them.,1
929,"Why are Hurricanes named after women? Because when they come, they're wild and wet, and when they go they take your house and your car.",1
930,My friend drowned in a bowl of muesli. He was pulled in by a strong currant.,1
931,If I turned invisible I'd go to Paris and beat up a street mime. The amount of applause he would get would be amazing.,1
932,Why did the ghost go into the elevator? To lift his spirits. ,1
933,The jumper I got for Xmas kept picking up static electricity so I took it back to the shop and exchanged it for another one. Free of charge.,1
934,What does it mean if someone gives me half a peace sign?,1
935,"Where there's a will, I want to be in it.",1
936,1. Denial 2. Anger 3. Bargaining 4. Depression 5. Acceptance ... The 5 stages of buying gasoline.,1
937,A sandwhich walks into a bar and the bartender says sorry buddy white breads only.,1
938,"I bought my wife a desk-lamp for her birthday, her face is really gonna light up when she sees it.",1
939,Travel tip: don't pack for the weather you want.,1
940,"""Want to hear a joke about jalapeno poppers? Probably not because it's too queso fresco!""",1
941,Why does Michael J Fox make the best milkshakes? Because he uses the highest quality ingredients.,1
942,"How many surrealists does it take to change a light bulb? Two. One to hold the giraffe, and the other to fill the bathtub with brightly colored machine tools.",1
943,"What's the difference between a 'hippo' and a 'Zippo'? One's really heavy, and the other's a little lighter.",1
944,I'm going to start a beer brand and name it Responsibly.,1
945,What do you call a pig with no clothes on? Streaky bacon.,1
946,I used to be in a band called 'Missing Cat'. You probably saw our posters.,1
947,- What is better than 4 roses on a piano? Two lips on an organ,1
948,If you think you are having a bad day..just remember one day somebody is going to have Snooki as a mom.,1
949,What's worse than waking up at a party and finding a penis drawn on your face? Finding out it was traced.,1
950,Just saw a politician trying to save both faces.,1
951,Somebody drilled a hole in the fence around the nudist colony. Police are looking into it.,1
952,I can see five years into the future. I have 2020 vision.,1
953,Where can you find a dog with no legs? Right where you left him.,1
954,RIP boiling water. You will be mist.,1
955,"I drove past my gran's house this morning and saw 11 pints of milk on her doorstep. I thought, 'she must be thirsty today'",1
956,"What did the kid with no hands get for Christmas?

Gloves.

Just kidding, he hasn't gotten the box open yet.",1
957,My car failed it's emissions test today! Fuming.,1
958,Wanna be realy stoned?  Drink wet cement.,1
959,"I went to a restaurant yesterday and the waitress had a black eye. When I ordered I spoke very slowly, because clearly she didn't listen well.",1
960,"You'd be surprised how much it costs to look this cheap.
Dolly Parton",1
961,What do you call a row of rabbits that takes a step backwards? A receding hare-line.,1
962,"What did the woman say to the vampire when she woke up with her period? "" I made you breakfast in bed!""",1
963,Why did the golfer wear two pairs of pants? Because he might get a hole in one. ,1
964,My Nan has found a lump in each of her breasts. Turns out it was just her knees.,1
965,"What is long, hard, round and full of seamen? A submarine.",1
966,"A politician is one who shakes your hand before election, and shakes your confidence after.",1
967,That moment where you're trying to work but a bunch of YouTube videos keep popping up.,1
968,"The wife is cleaning out the cupboards, dirty, filthy and covered in cobwebs. But she's good with the kids!",1
969,What did the female dinosaur call her blouse business? Try Sarah's tops.,1
970,How does Stephen Hawking recover from a hangover? He presses F5.,1
971,What concert costs 45 cents? 50 Cent featuring Nickleback.,1
972,What do you call a man with no arms or legs lying by front of the door? Matt,1
973,"First rule of Thesaurus Club. You don't talk, converse, discuss, speak, chat, deliberate, confer, gab, gossip or natter about Thesaurus Club",1
974,Rap is basically 75% cRap.,1
975,According to my calculations the problem doesn't exist.,1
976,"I went to the library and asked if they had any books on kittens. The librarian replied ""No sorry, all of our books are on shelves"".",1
977,"I bought the world's worst thesaurus yesterday. Not only is it terrible, it's terrible.",1
978,"A farmer in the field with his cows counted 196 of them, but when he rounded them up he had 200.",1
979,"Why are hurricanes names after women? Because at first they are wet and wild, then take your home and cars away.",1
980,Did you see the Broadway musical about the dictionary? It's a play on words. ,1
981,BREAKING NEWS: A lorry containing Vanish has overturned in Middlesex causing Staines to completely disappear.,1
982,lYou can thank your lucky stars that everything I wish for will never come true.,1
983,"I made a shirt out of thumb tacks because I wanted to look sharp, but everyone said it was tacky.",1
984,What do you call a group of confused Spanish speaking racists? The ¿Qué Qué Qué?,1
985,"If you lend someone $20 and never see them again, it was probably worth it.",1
986,The first guy who persuaded a blind person they needed sunglasses - he must have been a hell of a salesman.,1
987,Why was Michael Jackson once spotted at K-Mart? He heard child's pants were half off.,1
988,My wife left me because she said it was annoying how I related everything in life to batman. What a Joker.,1
989,"I just explained Google images to my mum: ""Pick anything to search for"" I told her. ""What about a nice cream pie?"" She asked",1
990,"""Haunted House"" By Hugo First",1
991,Why does Dr. Pepper come in a bottle? Because his wife is dead.,1
992,What do you call a man with a car on his head? Jack.,1
993,What do you call a whale with no pants on? Free Willy.,1
994,What people don't realize: Those people who think paying $60 for a video game is a waste just bought themselves a $300 pair of shoes.,1
995,How can you tell if your wife is dead? The sex is the same but the dishes pile up.,1
996,I don't know why I broke up with my girl at the gym. I guess we just weren't working out.,1
997,Why should Steve Irwin have put on sunscreen? To protect himself from the harmful rays.,1
998,Did you hear about the constipated accountant? He couldn't budget.,1
999,What have David Beckham and Ferrero Rocher got in common? They both come in a posh box.,1
1000,"So I'm at Golden Gate bridge and everyone is telling me to jump, I'm only out for a jog!",1
1001,What do you get when you pour scalding water down a rabbit hole? Hot cross bunnies.,1
1002,I went to the doctors the other day and asked if he had anything for wind. So he gave me a kite.,1
1003,I take steps to avoid lifts.,1
1004,"Grandma opens a present with a pair of earrings and grandpa leans over and says,""what are those, fish hooks?""",1
1005,"Knock, Knock. Who's there? Thistle. Thistle who? Thistle be the last time I knock.",1
1006,"Knock! Knock!
Who's there?
Ach.
Ach who?
Bless you.",1
1007,Yo mama is so poor she has the ducks throw bread at her.,1
1008,Twitter Bang: Hooking up with someone in less than 140 characters.,1
1009,When is a door not a door? When it's ajar.,1
1010,"What did Santa Claus’s wife say during a thunderstorm? Come and look at the rain, dear.",1
1011,Where are average things manufactured? The satisfactory.,1
1012,"Was on Yahoo! Answers and saw a question. 
""How big is the specific ocean?""
I replied, "" Can you be more pacific? """,1
1013,It's crazy how sexist the postal service is. I guess that's natural with such a mail dominated industry.,1
1014,"Beer doesn't make you FAT, it makes you LEAN....Against walls, tables, chairs, floors, and ugly people.",1
1015,"Is the KKK a good source of Potassium? Yes, because they're all bananas.",1
1016,"Life is like a roller coaster, and I'm about to throw up.",1
1017,"Russian Roulette: You win some, you lose one.",1
1018,I have a pet peeve about hearing other's pet peeves.,1
1019,"When I fly on a jet, my ears pop a lot; it's an earry feeling.",1
1020,What's Whitney Houston's favourite type of co-ordination? HAND-EEEEEYYYYYYYYYEEEEEEEEEEE,1
1021,Saw a flying saucer today. It appeared right after the flying cup that my girlfriend threw at me.,1
1022,I'm seeing this girl with eczema. She's got a cracking body.,1
1023,My ex-wife hated my obsession with horoscopes. It taurus apart.,1
1024,I wanked over my blind girlfriends tits yesterday. She never saw me coming.,1
1025,What do you call an angry German? A sour kraut.,1
1026,I can't believe pretzels are knot bread.,1
1027,My dog is named Minton. Today he ate a shuttlecock.. Bad Minton!,1
1028,The main thing I learned in high school was how to text without being caught.,1
1029,The people who make medicine clearly do not know what fruit tastes like.,1
1030,"Does the unknown, but I'm not sure, I've never heard it before.",1
1031,Did you know production costs in the dairy business are high? A lot of expenses are in curd.,1
1032,My boss thinks of me as a verb.,1
1033,Why are wrong numbers never busy?,1
1034,A fool and his money are never around when you need them.,1
1035,Whoever decided to call it anal bleaching instead of changing your ringtone really missed out on an opportunity.,1
1036,"A guy said, ""I see the light at the end of the tunnel"". I then told him, ""yeah, it's a train"". ------*smack*",1
1037,"A man walks into a bar wearing a tie fastener. The barman says, ""Sorry, we don't like your tie-pin here.""",1
1038,Neutrinos have bad breadth.,1
1039,"If I had a dollar for every time someone called my ex wife ugly...
I would have stayed with her for the money.",1
1040,What do you call fly with no wings? A walk! Hahaha.. Heh .,1
1041,"A man walks into a bar with a roll of tarmac under his arm and says ""Pint please, and one for the road""",1
1042,"Changed the computer password to ""keepquiet"" because that's something my girlfriend does not know how to do.",1
1043,Anything worth doing is worth doing slowly.,1
1044,How do vampires fall in love? Love at first bite!,1
1045,I almost had a threesome last night. I just needed two more people.,1
1046,Why can't you borrow money from a midget? Because they're always a little short!,1
1047,"I'm beginning to think that if opportunity ever does knock, it'll be because it has to use my bathroom.",1
1048,"Two men fighting in a restaurant. One threw a prawn cocktail at the other and said. ""That's just for starters""",1
1049,"Our local cinema is showing a special version of the latest James Bond film, just for dyslexics. Respect.",1
1050,"I watch pom. You misread that, didn't you?",1
1051,"I was playing chess with my friend when he said ""let's make things interesting"", so we stopped playing chess.",1
1052,I knew I was an unwanted baby when I saw that my bath toys were a toaster and a radio.,1
1053,Latest survey shows that 3 out of 4 people make up 75% of the world's population.,1
1054,"What's the temperature in Motown right now? Three degrees, four tops.",1
1055,"My girlfriend wanted perfume and jewellery for her birthday, but I got her a chocolate egg and a toy instead. She was kinder surprised.",1
1056,Yo mama is so fat she eats Wheat Thicks.,1
1057,Did you hear about the old chameleon that couldn't change color? He had a reptile dysfunction. ,1
1058,The woman next door keeps flashing me from her upstairs bedroom window.I've no idea how she got the car up there though.,1
1059,Those stairs move so fast! They slipped right out from under me.,1
1060,Me and my recliner go way back.,1
1061,What has five teeth and an I.Q. of three? The front row of a Willie Nelson concert.,1
1062,What does Arnold Schwarzenegger call a colonoscopy? A Cameron Diaz #SayItOutLoud,1
1063,Why do you never see elephants hiding in trees? Because they're so good at it.,1
1064,What's pink and invisible? This grapefruit.,1
1065,Smoking cigarettes is a great way to commit suicide if you're a procrastinator.,1
1066,What do you call a man with a seagull on his head? Cliff.,1
1067,He's turned his life around.  He used to be depressed and miserable.  Now he's miserable and depressed.,1
1068,"If at first you don't succeed, destroy all evidence that you tried.",1
1069,"What did the rug say to the floor?Don't move, I've got you covered.",1
1070,"Children in the backseat cause accidents, Accidents in the backseat cause children.",1
1071,"I'm an idealist. I don't know where I'm going, but I'm on my way.",1
1072,One Bear.(That's the bear minimum),1
1073,Did you hear about the local crossword champion who passed away? You can find him at the local cemetary 6 down and 4 across.,1
1074,How can you spot the prostitute at the Miss America pageant? She's wearing a sash that says Idaho.,1
1075,What do you call a woman covered in grass. Lawna,1
1076,I've got 22 notches on my bedpost. It's not easy trying to stab somebody in the dark.,1
1077,What's the the key to telling an ISIS joke? The execution.,1
1078,What's black and white and eats like a horse? A Zebra.,1
1079,Does a rabbi charge a lot for circumcisions? No. He just keeps the tips.,1
1080,"""I Love Maths"" By Adam Up.",1
1081,"Accordion to a recent survey, replacing words with the names of musical instruments in a sentence often goes undetected.",1
1082,I think I'm gonna get a cat just to blame it all the time for being a pussy.,1
1083,I tried to teach my dog how to fetch. He just doesn't get it.,1
1084,What is a common illness for Judge's to have? Motion sickness.,1
1085,"Irony: The Bible is the best-selling book in the world, with more than 50 copies a minute, but also the most shoplifted book.",1
1086,"""Criminal Lawyer""  is  redundant.",1
1087,"I hate it when old people poke me at a wedding and say, ""you're next"". So I started doing the same thing to them at funerals.",1
1088,Why'd the idiots at Microsoft buy Skype for over $10 million dollars when they can download it for free?,1
1089,"Knock, knock. Who's there? Dismay. Dismay who? Dismay be a bad joke but I think it's funny.",1
1090,There are 10 kinds of people in this world: those who understand binary and those who don't.,1
1091,"Won the lottery for a million dollars today so I decided to donate a quarter of it to charity. I now have $999,999.75",1
1092,People can be so full of crap. They should consider a laxative.,1
1093,What's the difference between an Irish wedding and Irish funeral? One less drunk.,1
1094,Whoever said that I can't cook obviously hasn't tasted my cereal.,1
1095,"If you are going to send someone to save the world, make sure they like it the way it is.",1
1096,Why can't hedgehogs just share the hedge?,1
1097,I bought shoes from a drug dealer. I don't know what he laced them with but I've been tripping all day.,1
1098,I don't consider myself bald. I consider myself taller than my hair.,1
1099,I've just bought a load of cheap Harry Potter DVDs. They were only two Quidditch.,1
1100,Bought my gay friend a GPS just so it would tell him to go straight.,1
1101,"If any word is improper at the end of a sentence, a linking verb is.",1
1102,I used to be a bodybuilder..or 'The Dr Frankenstein Grave Robber' as the press preferred to call me.,1
1103,Why is Pingu's dad always ironing when none of them wear clothes?,1
1104,What did the cheese maker say after his factory was hit by lightning? I've created a muenster.,1
1105,I woke up with a face full of rice. I must've fallen asleep as soon as my head hit the pilau.,1
1106,"Knock, Knock. Who's there? Doughnut. Doughnut who? Doughnut ask, it's a secret.",1
1107,I've just saved a ton of cash on the latest iPhone. I didn't buy one.,1
1108,"Keep the planet clean, it's not uranus. ",1
1109,"What happens if a book on how to fail, sells? Is it now a success?",1
1110,lThe funniest thing about this message is that by the time you realize it doesn't say anything you its too late for you to stop reading it.,1
1111,Why are there so many Smiths in the phone book? Cos they all have phones.,1
1112,Today I told my mom I broke into a homeless man house. She grounded me.p176,1
1113,I was arguing with my girlfriend in Nando's when my best mate ran off with the garlic bread and coleslaw. I wish he would stop taking sides.,1
1114,What do you call a man without a spade? Douglas.,1
1115,Recent survey: 43% of people admitted to tixting wylst droving.,1
1116,"My Boss stormed up to me in the office today and said ""You missed work yesterday, didn't you?"" ""Not particularly,"" I replied.",1
1117,The only regret I would have if I died in my sleep was going to bed.,1
1118,My favorite outdoor activity is going back inside.,1
1119,I just ordered a chicken and an egg off Amazon. I'll let you know...,1
1120,I've just bought a border collie.The one I already had wasn't bored enough.,1
1121,I've never met a mirror I didn't like.,1
1122,What kind of light must you switch on with your leg? A knee-on.,1
1123,Why do barbers become good drivers? They know all the short cuts.,1
1124,Twins might best be described as womb-mates.,1
1125,What do you call a puppy in a desert? A hot dog. ,1
1126,What's worse than getting raped by Jack the Ripper?  Getting fingered by Captain Hook,1
1127,Unprotected sleep: sleeping without an alarm clock.,1
1128,What's the difference between Sara Palin's mouth and her vagina? Only one retarded thing came out of her vagina.,1
1129,What is E.T. short for? He has really small legs,1
1130,I wonder if calendar business will go bankrupt in 2012.,1
1131,I hate it when my Ferrari runs out of gas and I have to drive my Lamborghini.,1
1132,I'd love to live in an old disused lighthouse. I don't want anything flashy.,1
1133,What animal what you like to be on a really cold day? A little Otter,1
1134,What do you call a cowboy with no money? Skint Eastwood.,1
1135,Tork is screwed up.,1
1136,Please show your support of dyslexics and TR this.,1
1137,"My dad told me to stop using such high calibre rounds when we were out hunting. As usual, it went in one deer and out the other.",1
1138,Crashed my dads new car into a lemon tree! He's still bitter about it,1
1139,You never realize what you have till its gone... Toilet paper is a good example.,1
1140,"What do my son and wine have in common? They're both white, two years old, and in a box in my refrigerator.",1
1141,"I went to the Doctors the other day, and he said, 'Go to Bournemouth, it's great for flu'. So I went  -  and I got it.",1
1142,"Men look at a woman's behind and go ""Oh! What an ass!"" Women look at a man's face and go ""Oh! What an ass!""",1
1143,Snooki's son is going to hate it when his friends discover Yo mama jokes.,1
1144,"When I get naked in the bathroom, the shower usually gets turned on!",1
1145,Why did the Mexican girl get pregnant? Her teacher told her to go home and do an essay,1
1146,I was terrible at spelling when I was at school. Brilliant at jografy though.,1
1147,My wife is a magician. She turned our car into a tree,1
1148,"If you die in an elevator, be sure to press the UP button.",1
1149,"The Nintendo 64 turned 18 last month, which means you can now legally blow the cartridges",1
1150,Let us be thankful for fools. But for them the rest of us could not succeed.,1
1151,During which battle was Lord Nelson killed? His last one.,1
1152,Why was the computer tired when it got home from work?Cos it had a hard drive.,1
1153,Why did Adele cross the road? To say hello from the other side.,1
1154,"""A father is someone who carries pictures where his money used to be.""",1
1155,The worst pub I've ever been to was called The Fiddle. It really was a vile inn.,1
1156,People in cars cause accidents. Accidents in cars cause people.,1
1157,"My Mrs just asked me, ""When we go to Egypt, can we go on a camel?"" I said ""Fuck off, it would take fucking ages to get there on a camel.""",1
1158,The only reason why I'm hot is because I got fired.,1
1159,What can think the unthinkable? An itheberg.,1
1160,What do you call a blonde in an institution of higher learning? A visitor.,1
1161,"When you really want to slap someone, do it and say ""Mosquito!!""",1
1162,"Hi, welcome to Fight Club. First of all, how did you hear about us?",1
1163,"My girlfriend says I never take her anywhere expensive, so I took her to the gas station.",1
1164,Not bragging but guess who got a record deal today?..3 cds for £1.. Bargain!,1
1165,"I was talking to my mate earlier when I thought to myself, ""Why on earth are you called Earlier?""",1
1166,I didn't like the food on my flight home. It was too plane.,1
1167,Why do cows lie down together when it rains? To keep each udder dry.,1
1168,What do you call a surprised Chinese man? Ho Lee Fuk,1
1169,What's a foot long and slippery? A slipper,1
1170,"Reptiles are so enthusiastic! They're always up for it, right from the gecko!",1
1171,"If a star fell for every time I thought of you, the sky would look just as it does now.",1
1172,Why can't T-Rexes clap their hands? Cos they're extinct.,1
1173,I've decided to stop wearing glasses. Cos it makes me look harder.,1
1174,My imaginary girlfriend just put me in the friendzone.,1
1175,"How many sound technicians does it take to screw in a lightbulb? One two, One two",1
1176,I deleted my facebook because I don't care that 758 of my friends have colds.,1
1177,I'll never forget my granddad's last words..He said 'That bus is going quite fast'.,1
1178,IRS: We've got what it takes to take what you've got.,1
1179,What do you call a guy who lives in a bush? Russell.,1
1180,"How doe's a Yorkshire man say ""it isn't in the tin?"" ""Tin tin tin"".",1
1181,What do you call a cow that's had an abortion? Decalfinated,1
1182,"My girlfriend left me for an Indian guy. It's okay, I know he's going to treat her well. I heard they worship cows",1
1183,My girlfriend is a porn star. She is going to be so pissed off when she finds out.,1
1184,DID YOU HEAR FRANCE HAS A NEW NATIONAL FLAG? It is white with a white stripe and a white star!,1
1185,"I'll be a great mother some day.
-Dude on the street",1
1186,Do you ever get half way through eating a horse and you realise you weren't as hungry as you thought?,1
1187,People make a resolution to lose weight.  I make a resolution to not take photos of myself. Problem solved.,1
1188,Why can't a nose be 12 inches long? Because then it would a foot. ,1
1189,Every new McDonald's creates 40 jobs. 20 dentists and 20 heart surgeons!,1
1190,Why are ghosts so bad at lying? Because you can see right through them.,1
1191,"My math teacher asked me: ""Do you understand inequalities?"" I replied: ""More or less.""",1
1192,My mate keeps boasting that he owns a 3 foot pack of cards. Big deal.,1
1193,It's difficult for me to say what my wife does for a living. She sells sea shells by the seashore.,1
1194,The Miss Universe pageant is fixed. All the winners are from Earth.,1
1195,"there are three types of people in this world: Those who can count, and those who cant.",1
1196,Milk is the fastest liquid on earth. It's pasteurized before you even see it.,1
1197,Vitamin C deficiency is apauling.,1
1198,How can you spot the blind guy at the nudist colony? It's not hard.,1
1199,"A thing to ponder: if the Pope uses the restroom, is it a holy crap?",1
1200,Why do people take years to write a novel when they can buy one for a couple bucks?,1
1201,"Paddy and Mick are in a plane. Paddy asks ""If we do a loop, will we fall out?"" ""No"" replies Mick ""We'll still be pals!""",1
1202,"How many McDonald's workers does it take to change a light bulb? None, because they can't climb the ladder.",1
1203,My wife and I always hold hands. If I let go she goes shopping.,1
1204,"If your feet smell and your nose runs, you're built upside down.",1
1205,"My doctor reckons I'm paranoid. He didn't say it, but I know he's thinking it.",1
1206,What's the difference between England and a tea bag? A tea bag stays in the cup longer!,1
1207,What is the probability that something will happen according to the odds?,1
1208,I don't know why the boss calls it a week's wages when it only lasts for a day.,1
1209,How many ants are needed to fill an apartment? Ten-ants ,1
1210,I wonder if earth makes fun of other planets for having no life.,1
1211,I am becoming increasingly worried that there isn't enough anxiety in my life.,1
1212,Paddy and Mick go to London to donate sperm. It was a disaster! Paddy missed the tube and Mick came on the bus!,1
1213,Why is the alcoholic law student sad? Because he couldn't pass the bar.,1
1214,What did the green grape say to the purple grape? Breathe damnit breathe!,1
1215,"Life is like a penis - simple, relaxed and hanging free. It's women who make it hard.",1
1216,My mate just lost his job at the pet shop. The boss caught him with his hand in the trill.,1
1217,"I told my girlfriend I had a job in a bowling alley. She said ""Tenpin?' I said ""No, permanent.""",1
1218,There's no need for women to behave the way they do on their period. It's an ovary action.,1
1219,A Japanese man once tried to fake his own death. His family didn't bereave him.,1
1220,My wife told me I'm not allowed to impersonate a flamingo anymore. I had to put my foot down.,1
1221,"Knock, Knock. Who's There? Boo. Boo Who? No need to cry it's just a joke",1
1222,What did Cinderella do when she got to the ball? she choked.,1
1223,"My wife is ""like a plunger"" when she gets drunk. She likes to bring up old shit.",1
1224,I always try not to judge people. Which is probably why I lost my job as a judge!,1
1225,Why couldn't the pirate play cards? Because he was sitting on the deck.,1
1226,Sometimes I use long words I don't fully understand. To try and make myself sound more photosynthesis.,1
1227,I met the man who invented windowsills. What a ledge.,1
1228,"After a recent accident, I managed to save loads of money on my car insurance. By driving away really quickly.",1
1229,Marriage is a relationship wherein one person is always right and the other person is the husband.,1
1230,I just spent all day looking for a cat with one eye. I think I would of found it if I used both.,1
1231,Tried to catch fog yesterday. Mist,1
1232,Why did the banker dump his girlfriend? He lost interest. ,1
1233,"Did you hear about the women who got wooden breast implants? A punchline would be funny here, Wooden Tit?",1
1234,I'm not saying she's fat... I'm saying if I had to think of the five fattest people I know shed be three of them.,1
1235,Why did we name our planet after dirt?,1
1236,What does a lion use to help it drill? A roar plug.,1
1237,"If you think your dog can't count, try putting three dog treats in your pocket and then give him only two of them.",1
